image_id,numeric_label,final_label,cell_area,chromatin_area,cell_area_ratio_over_tissue,cell_area_ratio_over_image,chromatin_area_ratio_over_tissue,chromatin_area_ratio_over_cell,chromatin_skeleton_length,chromatin_skeleton_length_ratio_over_cell,cell_mean_lab_l,cell_std_lab_l,cell_mean_lab_a,cell_std_lab_a,cell_mean_lab_b,cell_std_lab_b,chromatin_mean_lab_l,chromatin_std_lab_l,chromatin_mean_lab_a,chromatin_std_lab_a,chromatin_mean_lab_b,chromatin_std_lab_b,cell_number_of_components,cell_largest_component_area,cell_largest_component_ratio,cell_mean_component_area,cell_std_component_area,cell_component_density,cell_granularity_index,cell_skeleton_length,cell_skeleton_length_ratio,cell_total_perimeter,cell_compactness,cell_centroid_x,cell_centroid_y,chromatin_number_of_components,chromatin_largest_component_area,chromatin_largest_component_ratio,chromatin_mean_component_area,chromatin_std_component_area,chromatin_component_density,chromatin_granularity_index,chromatin_skeleton_length_ratio,chromatin_total_perimeter,chromatin_compactness,chromatin_centroid_x,chromatin_centroid_y
9745.png,0,NMF,4200,633,0.4232590950317444,0.25634765625,0.0637911921797843,0.1507142857142857,58,0.0138095238095238,38.948036,14.713798,40.994022,10.5189495,-9.47765,8.798983,14.840678,11.762928,27.747377,16.975431,-12.185746,9.514541,1,4200,1.0,4200.0,0.0,0.0001007759750075,0.0002380952380952,426,0.0429305653532197,986.4142135623732,0.0542426016316011,58.461666666666666,43.71404761904762,4,435,0.6872037914691943,158.25,170.69325256347656,0.0009523809523809,0.0063191153238546,0.0138095238095238,225.0,0.1571261747928761,63.34712643678161,63.49195402298851
523.png,0,NMF,5698,1234,0.3976273551988835,0.3477783203125,0.0861130495464061,0.2165672165672165,201,0.0352755352755352,35.515747,12.326069,55.116276,6.695397,-43.683502,4.8074274,22.769306,7.000254,48.681854,5.908803,-44.619484,4.3535147,6,1897,0.3329238329238329,949.6666870117188,473.3257141113281,0.0004187020237264,0.001053001053001,532,0.0371249127704117,1279.414213562373,0.04374314120228,89.62414338429099,74.01792303637322,14,443,0.3589951377633711,88.14286041259766,116.66059112548828,0.0024570024570024,0.0113452188006482,0.0352755352755352,573.0,0.0472297644683205,63.36117381489842,63.82392776523702
170.png,1,AMF,5691,1309,0.3704113512106222,0.34735107421875,0.085199166883624,0.2300123001230012,269,0.0472676155332981,36.080624,7.377377,61.93019,6.4266944,-38.30885,4.2198663,26.55465,5.5248437,53.623497,5.652163,-39.377872,4.272944,4,3551,0.623967668248111,1422.75,1255.807373046875,0.0002603488674824,0.0007028641714988,571,0.0371648008331163,1251.0,0.0456965939103668,89.25344973246973,54.297662630245,9,396,0.3025210084033613,145.44444274902344,143.4116973876953,0.0015814443858724,0.0068754774637127,0.0472676155332981,638.0,0.0404117961060626,10.853535353535351,56.36363636363637
6012.png,0,NMF,5818,1087,0.3551025390625,0.3551025390625,0.06634521484375,0.1868339635613612,132,0.0226882090065314,30.857521,10.275896,49.795437,8.445324,-64.49117,6.0014853,17.131838,6.994955,45.804848,8.033089,-61.427673,8.1010475,6,2343,0.4027157098659333,969.6666870117188,682.9517822265625,0.0003662109375,0.0010312822275696,480,0.029296875,1232.6213203435595,0.0481198461626959,30.59411011523688,21.759282970550576,10,643,0.5915363385464582,108.6999969482422,181.8818359375,0.001718803712616,0.0091996320147194,0.0226882090065314,401.0,0.0849475118799536,61.94867807153966,64.54898911353033
8964.png,0,NMF,5585,1274,0.3599510183036865,0.34088134765625,0.0821087909254962,0.2281110116383169,98,0.0175470008952551,35.783978,12.417632,47.6005,7.593358,-24.968487,6.9024525,17.700212,8.849618,39.150276,11.080908,-27.645536,5.273357,4,2799,0.5011638316920323,1396.25,843.2778930664062,0.0002577984016499,0.0007162041181736,417,0.026875483372003,1066.0,0.061761613333494,54.55055376920329,79.2304394426581,4,476,0.3736263736263736,318.5,172.35646057128906,0.0007162041181736,0.0031397174254317,0.0175470008952551,342.0,0.1368759290268252,55.83613445378151,102.83613445378153
583.png,0,NMF,5910,1341,0.3607177734375,0.3607177734375,0.08184814453125,0.2269035532994923,172,0.0291032148900169,25.651747,8.14212,51.051193,6.827406,-47.947727,5.275622,16.121634,4.61093,42.431683,5.2538133,-43.85746,5.5186853,7,1593,0.2695431472081218,844.2857055664062,538.5116577148438,0.00042724609375,0.0011844331641285,487,0.02972412109375,1270.0,0.0460457872967094,17.97865662272442,80.12492153170119,8,456,0.3400447427293065,167.625,196.14149475097656,0.0013536379018612,0.005965697240865,0.0291032148900169,490.0,0.0701853519111022,109.80701754385964,74.09429824561404
4132.png,0,NMF,2395,548,0.2229358652145583,0.14617919921875,0.0510099599739365,0.2288100208768267,79,0.0329853862212943,28.542246,14.6801,29.433521,5.967792,-21.199692,5.4657583,10.941766,6.8868837,25.79189,7.286053,-22.720066,4.909929,5,1048,0.4375782881002087,479.0,313.2960205078125,0.0004654193428278,0.0020876826722338,193,0.0179651866331564,587.2071067811866,0.087283625176725,15.662213740458014,30.32824427480916,7,343,0.6259124087591241,78.28571319580078,109.65753936767578,0.0029227557411273,0.0127737226277372,0.0329853862212943,238.0,0.1215728249535489,70.57725947521865,19.41690962099125
9580.png,1,AMF,4394,1311,0.2802295918367347,0.2681884765625,0.083609693877551,0.2983614019116977,211,0.0480200273099681,32.747063,13.294702,41.10608,7.0959616,-13.4939995,8.146544,18.540041,7.64153,37.26446,8.435531,-16.632439,7.1030617,5,1659,0.3775603095129722,878.7999877929688,506.5855712890625,0.0003188775510204,0.0011379153390987,512,0.0326530612244898,1168.0,0.0404747552304417,20.84629294755877,50.23025919228451,16,307,0.2341723874904653,81.9375,89.12874603271484,0.003641329085116,0.0122044241037376,0.0480200273099681,620.0,0.0428577312055798,99.0684039087948,117.96091205211728
220.png,0,NMF,6374,1487,0.3922944362383062,0.3890380859375,0.091518956179222,0.2332914967053655,254,0.0398493881393159,29.787504,9.017385,53.22893,6.7367773,-44.45608,4.720695,19.042154,5.426649,45.08247,5.39376,-43.43151,5.4696474,5,3517,0.551772827110135,1274.800048828125,1238.9423828125,0.0003077301821762,0.0007844367743959,644,0.0396356474643033,1492.8284271247462,0.0359419909193,76.06568097810634,97.86181404606198,9,480,0.3227975790181573,165.22222900390625,144.80697631835938,0.0014119861939127,0.0060524546065904,0.0398493881393159,669.0,0.0417511648770828,50.16041666666667,112.31875
9665.png,0,NMF,6205,1057,0.3820342322374092,0.37872314453125,0.0650781923408447,0.1703464947622884,140,0.0225624496373892,31.135818,12.012028,39.36258,8.034918,-14.507612,7.546391,15.724266,8.580704,30.589273,11.323186,-18.639503,7.386362,4,2552,0.4112812248186946,1551.25,630.6692504882812,0.0002462750892747,0.0006446414182111,654,0.0402659770964166,1541.0,0.0328357070537468,32.02782131661442,28.03330721003135,13,381,0.3604541154210028,81.30769348144531,118.57772064208984,0.0020950846091861,0.0122989593188268,0.0225624496373892,435.0,0.0701950257068444,64.78477690288715,64.71128608923884
6049.png,0,NMF,6685,1407,0.4128582015810276,0.40802001953125,0.0868947628458498,0.2104712041884816,169,0.02528047868362,25.759686,8.712866,45.10932,7.6523933,-59.86015,6.0681553,14.601487,6.504457,40.216217,8.759791,-55.682446,9.036879,3,5562,0.8320119670905011,2228.333251953125,2388.751708984375,0.0001852766798418,0.000448765893792,613,0.0378582015810276,1406.0,0.0424952740424552,35.7299532542251,62.13448399856167,12,514,0.3653162757640369,117.25,159.8426971435547,0.0017950635751682,0.0085287846481876,0.02528047868362,523.0,0.0646398862804432,62.73735408560312,63.12451361867704
7607.png,0,NMF,4441,990,0.2872388590647435,0.27105712890625,0.064032080719229,0.2229227651429858,177,0.0398558883134429,37.39657,11.623986,55.021904,5.4246125,-53.583252,9.7798395,21.594397,6.3129015,51.555794,5.2811966,-60.978428,7.4384212,5,1761,0.3965323125422202,888.2000122070312,469.6766357421875,0.0003233943470668,0.0011258725512272,343,0.0221848522087833,921.0,0.0657917406708342,101.29131175468484,104.14877910278253,3,555,0.5606060606060606,330.0,162.83938598632812,0.0006755235307363,0.003030303030303,0.0398558883134429,369.0,0.0913676229479482,40.13153153153153,105.31351351351351
9570.png,0,NMF,5269,1225,0.3419208306294614,0.32159423828125,0.0794938351719662,0.2324919339533118,203,0.0385272347694059,33.02548,12.642832,40.70965,6.392105,-14.187548,7.3830776,18.587729,7.3057847,37.327396,7.1991625,-16.060839,7.151489,3,2130,0.4042512810780034,1756.3333740234375,377.0856018066406,0.0001946787800129,0.0005693680015183,445,0.0288773523685918,1038.6213203435595,0.0613795352717924,25.11173708920188,42.513145539906105,12,408,0.3330612244897959,102.08333587646484,136.52867126464844,0.0022774720060732,0.0097959183673469,0.0385272347694059,543.0,0.0522091104347987,81.53921568627452,84.71323529411765
11360.png,0,NMF,3370,1152,0.3167293233082707,0.2056884765625,0.1082706766917293,0.3418397626112759,110,0.0326409495548961,22.470146,12.679164,30.309246,7.4322324,-17.322977,6.96191,9.443426,5.602646,25.451704,7.302294,-18.73743,5.538052,10,636,0.1887240356083086,337.0,147.64755249023438,0.0009398496240601,0.0029673590504451,239,0.0224624060150375,846.0,0.0591696552408922,59.880503144654085,68.69339622641509,9,368,0.3194444444444444,128.0,110.08683776855467,0.0026706231454005,0.0078125,0.0326409495548961,404.0,0.0886950969742045,62.67663043478261,67.79076086956522
8695.png,1,AMF,4100,1129,0.273369782637685,0.250244140625,0.0752767035604747,0.2753658536585366,174,0.0424390243902439,36.665924,11.654335,49.521355,5.021367,-28.666328,4.9321117,21.465208,6.2996635,46.02063,5.391784,-32.03495,4.076092,3,2993,0.73,1366.6666259765625,1155.4583740234375,0.0002000266702226,0.0007317073170731,211,0.0140685424723296,618.0,0.1349014974677491,47.85365853658536,70.83762111593718,5,893,0.7909654561558902,225.8000030517578,336.7203063964844,0.0012195121951219,0.0044286979627989,0.0424390243902439,415.0,0.0823773112127246,69.78947368421052,56.37737961926092
1485.png,0,NMF,3356,546,0.2094750639785282,0.204833984375,0.0340802696460895,0.1626936829558999,103,0.0306912991656734,40.275173,11.569198,57.696053,5.0112467,-38.23464,5.0382805,30.286264,5.639746,57.283905,5.150064,-39.264618,5.096893,8,1057,0.3149582836710369,419.5,273.2709350585937,0.0004993446101991,0.00238379022646,408,0.0254665751201547,1105.207106781187,0.034525857872713,52.39356669820246,112.87890255439925,13,201,0.3681318681318681,42.0,50.642032623291016,0.0038736591179976,0.0238095238095238,0.0306912991656734,329.0,0.0633885344318706,102.5273631840796,22.671641791044777
3294.png,0,NMF,6158,1769,0.3807109737248841,0.3758544921875,0.1093663060278207,0.287268593699253,297,0.0482299447872685,37.496597,8.816436,58.307846,4.5682583,-41.715324,4.104484,27.857222,5.5610175,54.81965,4.7836485,-42.844433,3.6791625,10,1258,0.2042871062033127,615.7999877929688,292.8507385253906,0.0006182380216383,0.0016239038648911,477,0.0294899536321483,1285.0,0.0468644250439666,56.8235294117647,108.2074721780604,18,438,0.2475975127190503,98.27777862548828,122.12326049804688,0.0029230269568041,0.010175240248728,0.0482299447872685,850.0,0.0307680409921126,59.18949771689498,115.85616438356163
11239.png,0,NMF,4124,877,0.2531925343811395,0.251708984375,0.0538433202357563,0.2126576139670223,100,0.0242483026188166,32.20441,11.657238,40.35886,7.156259,-15.439082,6.6362185,15.02478,7.7894855,33.12542,10.794242,-17.815535,7.779008,8,1665,0.4037342386032977,515.5,464.5901489257813,0.0004911591355599,0.0019398642095053,392,0.0240667976424361,1099.207106781187,0.0428913252717455,88.61441441441441,104.2978978978979,7,337,0.3842645381984036,125.28571319580078,104.0380630493164,0.0016973811833171,0.0079817559863169,0.0242483026188166,351.0,0.089453064738054,79.51632047477744,114.82195845697328
9761.png,0,NMF,3133,454,0.2249910233393177,0.19122314453125,0.0326032315978456,0.1449090328758378,56,0.0178742419406319,40.789276,18.427471,33.085754,9.778676,-13.555488,9.479164,10.5297985,10.073555,22.281897,14.710333,-17.545994,10.525708,6,1484,0.4736674114267475,522.1666870117188,447.9197692871094,0.0004308797127468,0.0019150973507819,379,0.0272172351885098,902.2071067811866,0.048367960079173,39.2243935309973,27.703504043126685,6,318,0.7004405286343612,75.66666412353516,109.4252700805664,0.0019150973507819,0.013215859030837,0.0178742419406319,193.0,0.1531620247233231,64.12578616352201,66.33018867924528
7364.png,0,NMF,2073,1031,0.1339926313748303,0.12652587890625,0.0666408118415099,0.497346840328027,186,0.08972503617945,25.41717,10.969579,46.90128,8.62495,-53.90475,6.276855,16.634014,5.2526345,45.57109,5.9383087,-55.83429,4.4756556,1,2073,1.0,2073.0,0.0,6.46370628918622e-05,0.0004823926676314,105,0.0067868916036455,232.0,0.4839864425454549,64.11770381090207,62.173661360347324,5,495,0.4801163918525703,206.1999969482422,208.00132751464844,0.0024119633381572,0.0048496605237633,0.08972503617945,481.0,0.0559987556390416,69.68888888888888,52.11717171717172
4292.png,0,NMF,4172,1328,0.2999281092739037,0.254638671875,0.0954708842559309,0.3183125599232981,154,0.0369127516778523,25.360725,12.457818,32.632416,6.7842307,-18.0561,5.4577613,11.962952,6.432349,28.125029,8.926249,-19.28148,6.229594,8,1114,0.2670182166826462,521.5,327.2189636230469,0.0005751258087706,0.0019175455417066,287,0.0206326383896477,928.0,0.0608776965237469,105.00987432675043,14.82226211849192,11,343,0.2582831325301205,120.7272720336914,102.7070770263672,0.0026366251198465,0.0082831325301204,0.0369127516778523,540.0,0.0572295616456412,50.85131195335277,117.56851311953352
9994.png,0,NMF,6047,1029,0.3698018590998043,0.36907958984375,0.0629280821917808,0.17016702497106,188,0.031089796593352,38.967957,9.601502,61.215485,6.4005885,-48.579605,5.2103586,27.592127,6.908176,56.57979,6.2362432,-51.20476,4.810353,5,2684,0.4438564577476435,1209.4000244140625,1047.3082275390625,0.0003057729941291,0.0008268562923763,671,0.041034735812133,1414.4497474683058,0.0379817339800204,20.13971684053651,61.42250372578241,16,199,0.1933916423712342,64.3125,69.04682922363281,0.0026459401356044,0.0155490767735665,0.031089796593352,554.0,0.0421313824048781,62.80904522613066,61.17085427135678
3337.png,0,NMF,5002,1507,0.3107411318879294,0.3052978515625,0.0936199291793501,0.3012794882047181,203,0.0405837664934026,31.607767,7.4663663,55.334816,5.6402025,-37.327248,9.367953,23.829473,4.0800314,50.104736,3.6503625,-41.012096,6.417846,7,1540,0.3078768492602959,714.5714111328125,389.7731628417969,0.0004348636391874,0.0013994402239104,518,0.0321799092998695,1317.0,0.0362394836825281,71.25714285714285,43.59025974025974,16,424,0.2813536828135368,94.1875,129.5864715576172,0.0031987205117952,0.0106171201061712,0.0405837664934026,649.0,0.0449607681744328,67.70754716981132,65.11792452830188
11669.png,0,NMF,5850,816,0.3581047992164544,0.3570556640625,0.0499510284035259,0.1394871794871794,65,0.0111111111111111,36.846832,9.543057,53.87724,6.607902,-53.201168,4.6621165,17.1185,6.989634,46.045765,6.31594,-56.97239,3.3493605,4,4142,0.708034188034188,1462.5,1576.356689453125,0.0002448579823702,0.0006837606837606,581,0.0355656219392752,1309.0,0.0429028790479737,54.457749879285366,59.782713664896185,2,669,0.8198529411764706,408.0,261.0,0.0003418803418803,0.0024509803921568,0.0111111111111111,214.0,0.2239094772756809,62.64424514200299,65.60538116591928
11464.png,0,NMF,5398,2050,0.3573651108904336,0.3294677734375,0.1357166501158556,0.3797702852908484,177,0.0327899221934049,25.050982,10.840008,40.753525,5.1582766,-51.611645,7.8019657,14.14995,4.8449492,40.00526,4.1661053,-52.63362,5.752203,3,2949,0.5463134494257132,1799.3333740234375,872.6329345703125,0.0001986097318768,0.0005557613931085,383,0.0253558424362793,934.0,0.0777587000906863,66.88979315022041,65.57138012885724,6,694,0.3385365853658537,341.6666564941406,254.16900634765625,0.0011115227862171,0.0029268292682926,0.0327899221934049,513.0,0.0978878962166376,63.59654178674352,106.22190201729109
6075.png,1,AMF,5177,1213,0.3181929932390903,0.31597900390625,0.0745543945912722,0.2343055823836198,193,0.0372802781533706,27.899532,11.787739,42.22,7.2841625,-52.626408,5.9481387,14.806346,7.1255374,38.692326,8.0547085,-50.972214,7.209428,4,1759,0.3397720687656944,1294.25,344.68780517578125,0.0002458512599877,0.0007726482518833,338,0.0207744314689612,910.2071067811866,0.0785249348601823,60.25355315520182,84.10403638430927,10,584,0.4814509480626546,121.3000030517578,162.8895721435547,0.0019316206297083,0.0082440230832646,0.0372802781533706,512.0,0.05814745924079,64.21917808219177,66.15753424657534
5330.png,0,NMF,4022,1206,0.2768447136563877,0.2454833984375,0.0830121145374449,0.2998508204873197,121,0.0300845350571854,28.189161,12.914973,34.306675,7.5016327,-16.4228,5.4622364,12.081864,6.904798,27.964096,8.497162,-19.19086,5.683576,9,777,0.1931874689209348,446.8888854980469,257.89337158203125,0.0006194933920704,0.0022376926902038,295,0.0203056167400881,940.0355339059328,0.0571957012808919,86.66023166023166,53.985842985842986,8,320,0.2653399668325041,150.75,87.35952758789062,0.0019890601690701,0.0066334991708126,0.0300845350571854,479.0,0.0660520262765467,43.284375,22.1625
3960.png,0,NMF,5913,1274,0.365,0.36090087890625,0.0786419753086419,0.2154574665990191,163,0.0275663791645526,31.490763,11.850766,38.257057,6.560479,-19.442776,5.8375144,15.964105,8.097874,32.281853,10.502987,-22.123121,6.9563518,6,2372,0.4011500084559445,985.5,690.4696044921875,0.0003703703703703,0.0010147133434804,380,0.0234567901234567,1134.0,0.0577818754628508,30.67537942664418,96.46964586846543,12,543,0.4262166405023548,106.16666412353516,145.9485321044922,0.0020294266869609,0.0094191522762951,0.0275663791645526,520.0,0.0592069384714999,51.18968692449356,102.1731123388582
44.png,0,NMF,4461,722,0.2727606236624885,0.27227783203125,0.0441455212473249,0.1618471194799372,120,0.0268997982515131,33.679665,8.666911,59.68617,6.7935543,-48.151512,4.9468284,22.65562,5.635382,50.939014,5.6940837,-48.08748,4.8526874,6,1270,0.2846895314951804,743.5,370.4311828613281,0.0003668602873738,0.0013449899125756,512,0.0313054111892387,1224.207106781187,0.0374052269916095,98.58267716535433,104.94488188976378,13,233,0.3227146814404432,55.53845977783203,61.59622573852539,0.0029141448105805,0.0180055401662049,0.0268997982515131,377.0,0.0638358081993634,62.97854077253219,65.9656652360515
87.png,0,NMF,4592,1288,0.2903572557698388,0.2802734375,0.0814416693012962,0.2804878048780488,185,0.040287456445993,31.854645,9.36886,54.496407,6.0055,-47.654633,3.6084876,21.190523,6.6166267,48.81409,6.2183757,-48.380592,3.4512115,5,2576,0.5609756097560976,918.4000244140624,992.0995483398438,0.0003161555485298,0.001088850174216,426,0.0269364527347454,960.4142135623732,0.0625596897021279,47.4860248447205,112.22360248447204,7,430,0.3338509316770186,184.0,148.42218017578125,0.0015243902439024,0.0054347826086956,0.040287456445993,542.0,0.055096898705405,36.91860465116279,114.1372093023256
4267.png,1,AMF,5049,1788,0.338677220284411,0.30816650390625,0.1199356050442715,0.3541295306001188,308,0.0610021786492374,27.7812,10.9655075,36.67215,5.531512,-14.879173,7.746915,17.49709,6.297872,34.066906,5.70469,-17.168034,6.6869698,8,1379,0.2731233907704496,631.125,400.6679992675781,0.0005366246310705,0.0015844721727074,391,0.0262275288435739,1121.0,0.0504898417542476,41.65409717186367,71.78680203045685,16,463,0.2589485458612975,111.75,146.5070343017578,0.0031689443454149,0.0089485458612975,0.0610021786492374,887.0,0.0285581545008435,98.0388768898488,16.526997840172786
6805.png,0,NMF,6776,1870,0.4170616113744075,0.41357421875,0.1150981719702098,0.275974025974026,286,0.0422077922077922,29.683603,10.596104,49.627716,4.20027,-50.661167,4.2624135,20.083714,5.1695805,47.152622,3.5422668,-51.374393,3.0357502,4,3734,0.5510625737898465,1694.0,1220.2431640625,0.0002461992983319,0.0005903187721369,609,0.0374838431710469,1321.6213203435595,0.0487493903910991,79.82458489555437,97.67836100696304,16,764,0.4085561497326203,116.875,221.24473571777344,0.0023612750885478,0.0085561497326203,0.0422077922077922,759.0,0.0407913349838853,62.28534031413613,115.01832460732984
2435.png,0,NMF,7435,1013,0.4612569017929152,0.45379638671875,0.0628450896457596,0.1362474781439139,135,0.0181573638197713,33.28022,9.024662,57.512787,6.408702,-39.18378,3.0751715,22.921297,6.071784,49.23094,6.074357,-38.51095,2.6350527,6,2508,0.3373234700739744,1239.1666259765625,786.828125,0.0003722315280104,0.0008069939475453,660,0.0409454680811464,1509.8284271247462,0.0409860099187303,17.50956937799043,41.26794258373206,19,592,0.5844027640671273,53.31578826904297,131.58189392089844,0.0025554808338937,0.0187561697926949,0.0181573638197713,432.0,0.0682105915227722,64.77027027027027,60.73986486486486
